,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,force,DayMonth
202414,Person search,2018-08-27 13:51:00+00:00,False,,51.515672,-0.19955,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202415,Person search,2018-08-27 13:52:00+00:00,False,,51.517497,-0.210115,Male,10-17,Mixed/Multiple ethnic groups - White and Black African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
202416,Person search,2018-08-27 13:52:00+00:00,False,,51.515672,-0.19955,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202417,Person search,2018-08-27 13:52:00+00:00,False,,51.515672,-0.19955,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202418,Person search,2018-08-27 13:52:00+00:00,False,,51.515226,-0.193975,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202419,Person search,2018-08-27 13:52:00+00:00,False,,,,Female,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
202420,Person search,2018-08-27 13:52:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202421,Person search,2018-08-27 13:53:00+00:00,False,,51.521222,-0.20083,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202422,Person search,2018-08-27 13:53:00+00:00,False,,,,Male,18-24,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202423,Person search,2018-08-27 13:53:00+00:00,False,,,,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202424,Person search,2018-08-27 13:53:00+00:00,False,,,,Male,18-24,Asian/Asian British - Any other Asian background,,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202425,Person search,2018-08-27 13:53:00+00:00,False,,51.517311,-0.207384,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202426,Person search,2018-08-27 13:53:00+00:00,False,,51.518615,-0.196839,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202427,Person search,2018-08-27 13:53:00+00:00,False,,51.517497,-0.210115,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202428,Person search,2018-08-27 13:54:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202429,Person search,2018-08-27 13:54:00+00:00,False,,51.514737,-0.20195,Male,25-34,Other ethnic group - Not stated,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202430,Person search,2018-08-27 13:55:00+00:00,False,,51.55905900000001,-0.284756,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,,018-08-metropolitan,27/8/2018
202431,Person search,2018-08-27 13:55:00+00:00,False,,51.522956,-0.193713,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202432,Person search,2018-08-27 13:55:00+00:00,False,,51.516925,-0.205093,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,018-08-metropolitan,27/8/2018
202433,Person search,2018-08-27 13:55:00+00:00,False,,51.522956,-0.193713,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202434,Person search,2018-08-27 13:55:00+00:00,False,,51.522956,-0.193713,Male,over 34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202435,Person search,2018-08-27 13:55:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202436,Person search,2018-08-27 13:55:00+00:00,False,,51.517311,-0.207384,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202437,Person search,2018-08-27 13:55:00+00:00,False,,51.511473,-0.200767,Male,18-24,Asian/Asian British - Pakistani,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202438,Person search,2018-08-27 13:55:00+00:00,False,,51.515216,-0.206183,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202439,Person search,2018-08-27 13:55:00+00:00,False,,51.519429,-0.202948,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202440,Person search,2018-08-27 13:55:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202441,Person search,2018-08-27 13:55:00+00:00,False,,,,Male,25-34,Other ethnic group - Not stated,,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202442,Person search,2018-08-27 13:55:00+00:00,False,,51.515216,-0.206183,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
202443,Person search,2018-08-27 13:55:00+00:00,False,,51.515672,-0.19955,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202444,Person search,2018-08-27 13:55:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202445,Person search,2018-08-27 13:55:00+00:00,False,,51.515226,-0.193975,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
202446,Person search,2018-08-27 13:55:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202447,Person search,2018-08-27 13:55:00+00:00,False,,51.515672,-0.19955,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202448,Person search,2018-08-27 13:55:00+00:00,False,,51.517497,-0.210115,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202449,Person search,2018-08-27 13:55:00+00:00,False,,,,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202450,Person search,2018-08-27 13:55:00+00:00,False,,51.515226,-0.193975,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202451,Person search,2018-08-27 13:56:00+00:00,False,,51.515216,-0.206183,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
202452,Person search,2018-08-27 13:56:00+00:00,False,,51.519429,-0.202948,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202453,Person search,2018-08-27 13:56:00+00:00,False,,51.515672,-0.19955,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202454,Person search,2018-08-27 13:57:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202455,Person search,2018-08-27 13:57:00+00:00,False,,51.514832,-0.201673,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,Other,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202456,Person search,2018-08-27 13:57:00+00:00,False,,51.521222,-0.20083,Male,18-24,Asian/Asian British - Any other Asian background,Other,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202457,Person search,2018-08-27 13:57:00+00:00,False,,51.521222,-0.20083,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202458,Person search,2018-08-27 13:57:00+00:00,False,,51.515672,-0.19955,Male,25-34,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202459,Person search,2018-08-27 13:57:00+00:00,False,,51.522956,-0.193713,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202460,Person search,2018-08-27 13:58:00+00:00,False,,,,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,,018-08-metropolitan,27/8/2018
202461,Person search,2018-08-27 13:58:00+00:00,False,,51.510234,-0.197401,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202462,Person search,2018-08-27 13:58:00+00:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
202463,Person search,2018-08-27 13:58:00+00:00,False,,51.521222,-0.20083,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
